,AFFGEOID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME.1,LSAD,ALAND,AWATER,AREA,PERIMETER,CAABA_,CAABA_ID,NAME.2,Total,White,Black,AIndian,Asian,Hawaiian,Max,residuals,div,Diversity,mean.partmat
2767,1400000US06059099416,6,59,99416,6059099416,994.16,CT,648725,0,18037550502,1379632.843,19,18,South Coast,4761,3854,27,51,189,14,3854,1117.82175,0.809493804,0.190506196,9.132040138
2809,1400000US06059110106,6,59,110106,6059110106,1101.06,CT,746772,0,18037550502,1379632.843,19,18,South Coast,4062,2419,232,0,1117,30,2419,-266.3214172,0.595519449,0.404480551,9.676419017
2833,1400000US06059110606,6,59,110606,6059110606,1106.06,CT,1039985,1032,18037550502,1379632.843,19,18,South Coast,4826,2758,505,0,1244,9,2758,140.4049987,0.571487775,0.428512225,9.622046163
2855,1400000US06065031300,6,65,31300,6065031300,313,CT,2310049,0,18037550502,1379632.843,19,18,South Coast,2694,1794,152,11,9,0,1794,-911.1679859,0.665924276,0.334075724,8.78489102
2890,1400000US06065040615,6,65,40615,6065040615,406.15,CT,3425760,0,18037550502,1379632.843,19,18,South Coast,9179,4743,986,72,2605,0,4743,2244.732493,0.516722955,0.483277045,11.06699658
2924,1400000US06065041407,6,65,41407,6065041407,414.07,CT,1614717,0,18037550502,1379632.843,19,18,South Coast,5294,3954,200,21,311,0,3954,1260.739955,0.746883264,0.253116736,9.332174602
2938,1400000US06065041806,6,65,41806,6065041806,418.06,CT,1595372,0,18037550502,1379632.843,19,18,South Coast,4673,3214,382,57,469,11,3214,565.8908992,0.687780869,0.312219131,9.340250146
2964,1400000US06065042207,6,65,42207,6065042207,422.07,CT,2480031,0,18037550502,1379632.843,19,18,South Coast,3040,2679,76,0,153,18,2679,-45.02222624,0.88125,0.11875,7.642296034
2977,1400000US06065042405,6,65,42405,6065042405,424.05,CT,1011050,0,18037550502,1379632.843,19,18,South Coast,5236,2351,1778,21,9,7,2351,49.21352403,0.449006875,0.550993125,6.43695503
2993,1400000US06065042513,6,65,42513,6065042513,425.13,CT,1154583,0,18037550502,1379632.843,19,18,South Coast,3242,1998,474,0,72,48,1998,-627.2855467,0.616286243,0.383713757,6.43695503
3006,1400000US06065042621,6,65,42621,6065042621,426.21,CT,2625610,0,18037550502,1379632.843,19,18,South Coast,6115,2974,1352,37,588,16,2974,566.5305454,0.486345053,0.513654947,5.887479467
3088,1400000US06065043306,6,65,43306,6065043306,433.06,CT,1926147,0,18037550502,1379632.843,19,18,South Coast,4776,3630,483,65,175,0,3630,1006.947192,0.760050251,0.239949749,4.903365917
3275,1400000US06071002027,6,71,2027,6071002027,20.27,CT,1947031,0,18037550502,1379632.843,19,18,South Coast,5988,4319,263,0,506,0,4319,1641.369128,0.721275885,0.278724115,12.77844126
3337,1400000US06071003609,6,71,3609,6071003609,36.09,CT,2186009,0,18037550502,1379632.843,19,18,South Coast,5472,4002,659,42,2,41,4002,1422.609644,0.731359649,0.268640351,7.866483789
3410,1400000US06071007601,6,71,7601,6071007601,76.01,CT,2599077,0,18037550502,1379632.843,19,18,South Coast,7710,3939,1086,124,259,0,3939,1465.540704,0.510894942,0.489105058,4.718549007
3439,1400000US06071010802,6,71,10802,6071010802,108.02,CT,215506215,3666000,18037550502,1379632.843,19,18,South Coast,4869,4165,115,59,106,0,4165,1450.652976,0.855411789,0.144588211,3.84961686
9,1400000US06037101400,6,37,101400,6037101400,1014,CT,6310054,0,18037550502,1379632.843,19,18,South Coast,4305,3258,142,8,296,0,3258,550.351193,0.756794425,0.243205575,11.66675637
579,1400000US06037210010,6,37,210010,6037210010,2100.1,CT,408975,0,18037550502,1379632.843,19,18,South Coast,3490,833,120,95,586,15,833,-1880.106613,0.238681948,0.761318052,11.44048235
1394,1400000US06037480011,6,37,480011,6037480011,4800.11,CT,1093791,35252,18037550502,1379632.843,19,18,South Coast,5394,1224,118,0,2858,0,2858,-1489.602778,0.529847979,0.470152021,11.79222526
1611,1400000US06037534102,6,37,534102,6037534102,5341.02,CT,799923,0,18037550502,1379632.843,19,18,South Coast,6636,4615,135,47,18,0,4615,1905.614618,0.695449066,0.304550934,11.0441129
1935,1400000US06037577400,6,37,577400,6037577400,5774,CT,645367,0,18037550502,1379632.843,19,18,South Coast,2750,2407,6,0,160,20,2407,-334.3879739,0.875272727,0.124727273,10.07160019
2514,1400000US06059063102,6,59,63102,6059063102,631.02,CT,1512807,0,18037550502,1379632.843,19,18,South Coast,6294,5057,41,0,275,0,5057,2324.2949,0.803463616,0.196536384,8.116803489
3032,1400000US06065042740,6,65,42740,6065042740,427.4,CT,1266450,0,18037550502,1379632.843,19,18,South Coast,2073,1807,151,0,58,0,1807,-898.416068,0.87168355,0.12831645,5.085873057
3095,1400000US06065043313,6,65,43313,6065043313,433.13,CT,1432434,0,18037550502,1379632.843,19,18,South Coast,3549,2361,219,74,53,12,2361,-327.5464846,0.665257819,0.334742181,4.888102877
1586,1400000US06037533201,6,37,533201,6037533201,5332.01,CT,373788,0,18037550502,1379632.843,19,18,South Coast,2818,1870,0,54,0,0,1870,-872.8764666,0.663591199,0.336408801,11.14554079
1813,1400000US06037555102,6,37,555102,6037555102,5551.02,CT,1482384,0,18037550502,1379632.843,19,18,South Coast,6922,2019,643,64,2115,12,2115,-564.3596702,0.30554753,0.69445247,10.01028987
3193,1400000US06071000207,6,71,207,6071000207,2.07,CT,1257678,0,18037550502,1379632.843,19,18,South Coast,4859,2691,0,0,426,0,2691,-51.87646656,0.553817658,0.446182342,13.08842507
3251,1400000US06071001804,6,71,1804,6071001804,18.04,CT,1522367,0,18037550502,1379632.843,19,18,South Coast,5419,3605,261,71,804,0,3605,926.872964,0.665251891,0.334748109,12.51236258
3328,1400000US06071003505,6,71,3505,6071003505,35.05,CT,1306694,0,18037550502,1379632.843,19,18,South Coast,6133,3851,807,32,181,0,3851,1308.325796,0.627914561,0.372085439,7.07809306
755,1400000US06037234600,6,37,234600,6037234600,2346,CT,1303261,598,18037550502,1379632.843,19,18,South Coast,5060,890,2778,0,56,8,2778,-1163.704367,0.549011858,0.450988142,11.64811968
818,1400000US06037241300,6,37,241300,6037241300,2413,CT,522126,0,18037550502,1379632.843,19,18,South Coast,2139,453,1022,0,23,0,1022,-2036.336551,0.477793361,0.522206639,11.33945246
921,1400000US06037275200,6,37,275200,6037275200,2752,CT,462852,1250,18037550502,1379632.843,19,18,South Coast,4101,1918,135,218,505,0,1918,-791.3853818,0.467690807,0.532309193,12.15883328
106,1400000US06037113422,6,37,113422,6037113422,1134.22,CT,1522529,7193,18037550502,1379632.843,19,18,South Coast,6410,2934,509,0,1485,0,2934,317.3973271,0.457722309,0.542277691,12.9608009
143,1400000US06037119900,6,37,119900,6037119900,1199,CT,1052206,0,18037550502,1379632.843,19,18,South Coast,5124,3246,10,12,786,0,3246,505.6043545,0.633489461,0.366510539,12.53790107
172,1400000US06037122420,6,37,122420,6037122420,1224.2,CT,862717,0,18037550502,1379632.843,19,18,South Coast,5253,2921,95,6,227,0,2921,201.6913338,0.556063202,0.443936798,12.2964366
226,1400000US06037127603,6,37,127603,6037127603,1276.03,CT,431404,0,18037550502,1379632.843,19,18,South Coast,2907,1173,132,9,203,1,1173,-1537.129628,0.403508772,0.596491228,13.19051255
277,1400000US06037134103,6,37,134103,6037134103,1341.03,CT,1040917,9621,18037550502,1379632.843,19,18,South Coast,4420,2163,259,23,754,10,2163,-515.6232002,0.489366516,0.510633484,13.22808081
298,1400000US06037134905,6,37,134905,6037134905,1349.05,CT,2586737,0,18037550502,1379632.843,19,18,South Coast,3356,2250,197,68,485,0,2250,-444.004291,0.670441001,0.329558999,13.46550794
326,1400000US06037139503,6,37,139503,6037139503,1395.03,CT,351727,0,18037550502,1379632.843,19,18,South Coast,5310,3968,392,0,503,0,3968,1322.37172,0.747269303,0.252730697,13.59482137
340,1400000US06037141304,6,37,141304,6037141304,1413.04,CT,712236,0,18037550502,1379632.843,19,18,South Coast,3306,2477,222,0,213,0,2477,-210.8022383,0.749243799,0.250756201,12.92920743
424,1400000US06037190520,6,37,190520,6037190520,1905.2,CT,243960,0,18037550502,1379632.843,19,18,South Coast,3785,1789,85,30,531,0,1789,-932.7894873,0.472655218,0.527344782,11.80652709
444,1400000US06037191720,6,37,191720,6037191720,1917.2,CT,264327,0,18037550502,1379632.843,19,18,South Coast,4007,1084,169,38,284,0,1084,-1616.95059,0.270526578,0.729473422,11.75332846
480,1400000US06037195903,6,37,195903,6037195903,1959.03,CT,238084,0,18037550502,1379632.843,19,18,South Coast,2476,1500,143,8,513,0,1500,-1207.400725,0.605815832,0.394184168,11.63710731
557,1400000US06037208502,6,37,208502,6037208502,2085.02,CT,261043,0,18037550502,1379632.843,19,18,South Coast,3855,917,154,0,578,0,917,-1787.671822,0.237872892,0.762127108,11.47152439
785,1400000US06037238310,6,37,238310,6037238310,2383.1,CT,397068,0,18037550502,1379632.843,19,18,South Coast,4705,1705,794,0,0,0,1705,-840.8992717,0.362380446,0.637619554,11.44249505
855,1400000US06037265410,6,37,265410,6037265410,2654.1,CT,563022,0,18037550502,1379632.843,19,18,South Coast,1481,1277,43,0,119,0,1277,-1455.208936,0.862255233,0.137744767,12.66178888
932,1400000US06037276601,6,37,276601,6037276601,2766.01,CT,2232359,7324,18037550502,1379632.843,19,18,South Coast,3902,2700,141,7,730,0,2700,-7.89688913,0.691952845,0.308047155,12.08072505
988,1400000US06037297500,6,37,297500,6037297500,2975,CT,2091663,2159646,18037550502,1379632.843,19,18,South Coast,5128,3748,339,108,178,0,3748,1089.223369,0.730889236,0.269110764,10.54124982
1003,1400000US06037301000,6,37,301000,6037301000,3010,CT,2048658,21482,18037550502,1379632.843,19,18,South Coast,5151,3918,60,0,791,0,3918,1190.00846,0.760629004,0.239370996,11.64754357
1076,1400000US06037400900,6,37,400900,6037400900,4009,CT,1967059,0,18037550502,1379632.843,19,18,South Coast,4382,2891,159,107,569,0,2891,187.5685888,0.659744409,0.340255591,13.26400239
1128,1400000US06037403305,6,37,403305,6037403305,4033.05,CT,1481587,0,18037550502,1379632.843,19,18,South Coast,2183,420,18,13,1531,95,1531,-2318.410989,0.701328447,0.298671553,11.3756855
1181,1400000US06037405101,6,37,405101,6037405101,4051.01,CT,1121229,0,18037550502,1379632.843,19,18,South Coast,4758,1945,27,225,771,11,1945,-791.1782496,0.408785204,0.591214796,12.38767481
1252,1400000US06037408505,6,37,408505,6037408505,4085.05,CT,1990287,0,18037550502,1379632.843,19,18,South Coast,3079,1411,33,63,981,47,1411,-1323.689757,0.458265671,0.541734329,11.44565559
1309,1400000US06037432402,6,37,432402,6037432402,4324.02,CT,1494699,10754,18037550502,1379632.843,19,18,South Coast,6489,2764,135,53,2292,0,2764,54.61461821,0.42595161,0.57404839,11.87023303
1363,1400000US06037461901,6,37,461901,6037461901,4619.01,CT,878769,0,18037550502,1379632.843,19,18,South Coast,4883,2703,783,0,395,0,2703,154.3718251,0.553553144,0.446446856,11.63415849
1416,1400000US06037481002,6,37,481002,6037481002,4810.02,CT,934618,0,18037550502,1379632.843,19,18,South Coast,5690,789,49,0,2937,0,2937,-1941.720443,0.516168717,0.483831283,11.54133617
1442,1400000US06037482202,6,37,482202,6037482202,4822.02,CT,646868,0,18037550502,1379632.843,19,18,South Coast,4850,605,34,40,3671,23,3671,-2129.441675,0.756907216,0.243092784,11.30873512
1493,1400000US06037502602,6,37,502602,6037502602,5026.02,CT,1263480,0,18037550502,1379632.843,19,18,South Coast,4609,1869,9,0,184,0,1869,-871.6437276,0.405510957,0.594489043,10.9567149
1599,1400000US06037533701,6,37,533701,6037533701,5337.01,CT,400466,0,18037550502,1379632.843,19,18,South Coast,3994,3069,52,27,20,0,3069,339.0238031,0.768402604,0.231597396,11.11315462
1628,1400000US06037535001,6,37,535001,6037535001,5350.01,CT,449783,0,18037550502,1379632.843,19,18,South Coast,4464,1924,319,0,0,0,1924,-739.7382736,0.431003584,0.568996416,11.29242122
1698,1400000US06037542900,6,37,542900,6037542900,5429,CT,807163,0,18037550502,1379632.843,19,18,South Coast,2806,989,716,0,27,0,989,-1576.249676,0.352459016,0.647540984,11.06829184
1717,1400000US06037543702,6,37,543702,6037543702,5437.02,CT,1315476,0,18037550502,1379632.843,19,18,South Coast,7346,2528,152,6,2869,40,2869,-177.1679859,0.390552682,0.609447318,10.94924295
1766,1400000US06037553200,6,37,553200,6037553200,5532,CT,1860204,62560,18037550502,1379632.843,19,18,South Coast,7565,3360,473,42,771,0,3360,734.4663712,0.444150694,0.555849306,10.60622516
1795,1400000US06037554511,6,37,554511,6037554511,5545.11,CT,2328201,36765,18037550502,1379632.843,19,18,South Coast,4103,677,303,0,2833,0,2833,-1990.707587,0.690470388,0.309529612,9.736905262
1824,1400000US06037570203,6,37,570203,6037570203,5702.03,CT,1301660,0,18037550502,1379632.843,19,18,South Coast,3620,858,1104,0,308,0,1104,-1610.993818,0.304972376,0.695027624,10.73300364
1948,1400000US06037600304,6,37,600304,6037600304,6003.04,CT,445759,0,18037550502,1379632.843,19,18,South Coast,3069,905,1514,16,0,0,1514,-1462.280153,0.4933203,0.5066797,11.37684871
1986,1400000US06037602106,6,37,602106,6037602106,6021.06,CT,819871,0,18037550502,1379632.843,19,18,South Coast,5697,2194,1322,11,460,0,2194,-220.9119179,0.385114973,0.614885027,11.60938675
2025,1400000US06037609900,6,37,609900,6037609900,6099,CT,531817,0,18037550502,1379632.843,19,18,South Coast,2152,1666,95,4,57,0,1666,-1053.308666,0.774163569,0.225836431,10.72245914
2098,1400000US06037670407,6,37,670407,6037670407,6704.07,CT,1258165,0,18037550502,1379632.843,19,18,South Coast,5927,2942,186,0,2391,0,2942,245.2668058,0.496372532,0.503627468,11.09505179
2206,1400000US06037920040,6,37,920040,6037920040,9200.4,CT,2960455,0,18037550502,1379632.843,19,18,South Coast,3506,1787,248,0,506,8,1787,-894.3521034,0.509697661,0.490302339,9.769755738
2326,1400000US06059021825,6,59,21825,6059021825,218.25,CT,6752239,0,18037550502,1379632.843,19,18,South Coast,3223,2637,0,43,404,0,2637,-105.8764666,0.818181818,0.181818182,10.50041078
2538,1400000US06059063906,6,59,63906,6059063906,639.06,CT,1062151,0,18037550502,1379632.843,19,18,South Coast,6500,3519,45,37,621,31,3519,787.2872284,0.541384615,0.458615385,8.176842642
2575,1400000US06059075004,6,59,75004,6059075004,750.04,CT,344531,0,18037550502,1379632.843,19,18,South Coast,5515,2238,0,43,14,0,2238,-504.8764666,0.405802357,0.594197643,8.37544487
2626,1400000US06059086301,6,59,86301,6059086301,863.01,CT,1861266,0,18037550502,1379632.843,19,18,South Coast,7141,5926,66,0,388,43,5926,3199.496953,0.829855762,0.170144238,8.710094115
2679,1400000US06059088104,6,59,88104,6059088104,881.04,CT,1116584,0,18037550502,1379632.843,19,18,South Coast,4886,2327,162,10,1570,66,2327,-375.6871648,0.476258698,0.523741302,8.749298057
2700,1400000US06059088902,6,59,88902,6059088902,889.02,CT,1287852,0,18037550502,1379632.843,19,18,South Coast,4647,1473,0,0,2811,11,2811,-1269.876467,0.604906391,0.395093609,8.449326561
2736,1400000US06059099239,6,59,99239,6059099239,992.39,CT,2077731,187970,18037550502,1379632.843,19,18,South Coast,4030,3094,8,76,631,0,3094,353.1081903,0.767741935,0.232258065,8.356657414
2755,1400000US06059099311,6,59,99311,6059099311,993.11,CT,968402,0,18037550502,1379632.843,19,18,South Coast,3750,3256,22,16,149,0,3256,518.5813398,0.868266667,0.131733333,8.564704918
2791,1400000US06059099903,6,59,99903,6059099903,999.03,CT,1341701,0,18037550502,1379632.843,19,18,South Coast,6058,2194,79,64,2690,0,2690,-529.2779799,0.444040938,0.555959062,8.859056282
